,FTSEMIB payout,HSCEI payout,NDX payout,Triggered,Above Strike Lvl,, FTSEMIB payout (USD)  , HSCEI payout (USD) , NDX payout (USD) ,, AveragePayout Sum (USD) ,, Average Payout 
192,7872.16891,3676.625269,2935.531985,0,0,," $ 8,777.09 ", $ 472.81 ," $ 2,935.53 ",," $ 12,185.43 ",,
193,10090.69055,4712.765731,3762.818762,0,0,," $ 11,250.63 ", $ 606.06 ," $ 3,762.82 ",," $ 15,619.51 ",,
194,10833.96648,5059.906028,4039.986374,0,0,," $ 12,079.35 ", $ 650.70 ," $ 4,039.99 ",," $ 16,770.04 ",,
195,13049.14261,6094.483999,4866.025609,0,0,," $ 14,549.16 ", $ 783.75 ," $ 4,866.03 ",," $ 20,198.94 ",,
196,9800.317252,4577.149507,3654.53855,0,0,," $ 10,926.88 ", $ 588.62 ," $ 3,654.54 ",," $ 15,170.04 ",,
197,8506.188754,3972.738501,3171.958001,0,0,," $ 9,483.99 ", $ 510.89 ," $ 3,171.96 ",," $ 13,166.84 ",,
198,11003.97418,5139.306588,4103.38225,0,0,," $ 12,268.90 ", $ 660.91 ," $ 4,103.38 ",," $ 17,033.19 ",,
199,12719.50083,5940.527788,4743.102181,0,0,," $ 14,181.63 ", $ 763.95 ," $ 4,743.10 ",," $ 19,688.68 ",,
200,7508.70744,3506.873877,2799.997194,0,0,," $ 8,371.84 ", $ 450.98 ," $ 2,800.00 ",," $ 11,622.83 ",,
201,7852.95901,3667.653459,2928.368613,0,0,," $ 8,755.67 ", $ 471.66 ," $ 2,928.37 ",," $ 12,155.70 ",,
202,9824.282721,4588.342363,3663.475274,0,0,," $ 10,953.60 ", $ 590.06 ," $ 3,663.48 ",," $ 15,207.13 ",,
203,25506.93022,11912.78099,9511.534922,0,0,," $ 28,438.99 "," $ 1,531.98 "," $ 9,511.53 ",," $ 39,482.51 ",,
204,11117.39523,5192.27886,4145.67696,0,0,," $ 12,395.36 ", $ 667.73 ," $ 4,145.68 ",," $ 17,208.76 ",,
205,4771.668078,2228.564406,1779.355147,0,0,," $ 5,320.18 ", $ 286.59 ," $ 1,779.36 ",," $ 7,386.13 ",,
206,8045.619367,3757.633735,3000.211665,0,0,," $ 8,970.48 ", $ 483.23 ," $ 3,000.21 ",," $ 12,453.92 ",,
207,12565.7446,5868.717329,4685.766477,0,0,," $ 14,010.20 ", $ 754.72 ," $ 4,685.77 ",," $ 19,450.68 ",,
208,12952.09347,6049.158075,4829.835981,0,0,," $ 14,440.96 ", $ 777.92 ," $ 4,829.84 ",," $ 20,048.71 ",,
209,10400.0356,4857.242534,3878.173536,0,0,," $ 11,595.54 ", $ 624.64 ," $ 3,878.17 ",," $ 16,098.35 ",,
210,9947.91552,4646.083943,3709.577948,0,0,," $ 11,091.44 ", $ 597.49 ," $ 3,709.58 ",," $ 15,398.51 ",,
211,14697.77224,6864.461552,5480.799639,0,0,," $ 16,387.30 ", $ 882.77 ," $ 5,480.80 ",," $ 22,750.87 ",,
212,7563.639484,3532.529392,2820.481354,0,0,," $ 8,433.09 ", $ 454.28 ," $ 2,820.48 ",," $ 11,707.86 ",,
213,15417.54155,7200.623295,5749.201632,0,0,," $ 17,189.81 ", $ 926.00 ," $ 5,749.20 ",," $ 23,865.01 ",,
214,12339.19715,5762.910396,4601.286929,0,0,," $ 13,757.61 ", $ 741.11 ," $ 4,601.29 ",," $ 19,100.00 ",,
215,8194.539631,3827.185598,3055.744035,0,0,," $ 9,136.51 ", $ 492.18 ," $ 3,055.74 ",," $ 12,684.43 ",,
216,10823.64354,5055.084791,4036.136948,0,0,," $ 12,067.84 ", $ 650.08 ," $ 4,036.14 ",," $ 16,754.06 ",,
217,8592.97502,4013.271241,3204.320602,0,0,," $ 9,580.75 ", $ 516.11 ," $ 3,204.32 ",," $ 13,301.18 ",,
218,19191.12492,8963.04127,7156.370968,0,0,," $ 21,397.17 "," $ 1,152.65 "," $ 7,156.37 ",," $ 29,706.19 ",,
219,10803.7538,5045.795468,4028.720064,0,0,," $ 12,045.66 ", $ 648.89 ," $ 4,028.72 ",," $ 16,723.27 ",,
220,12558.99981,5865.567238,4683.251346,0,0,," $ 14,002.68 ", $ 754.31 ," $ 4,683.25 ",," $ 19,440.24 ",,
221,9891.296162,4619.640384,3688.464588,0,0,," $ 11,028.32 ", $ 594.09 ," $ 3,688.46 ",," $ 15,310.87 ",,
222,14166.47899,6616.325847,5282.680373,0,0,," $ 15,794.94 ", $ 850.86 ," $ 5,282.68 ",," $ 21,928.48 ",,
223,8051.602787,3760.428237,3002.442882,0,0,," $ 8,977.15 ", $ 483.59 ," $ 3,002.44 ",," $ 12,463.18 ",,
224,9578.887588,4473.732786,3571.967423,0,0,," $ 10,680.00 ", $ 575.32 ," $ 3,571.97 ",," $ 14,827.28 ",,
225,5885.013521,2748.542322,2194.52169,0,0,," $ 6,561.50 ", $ 353.46 ," $ 2,194.52 ",," $ 9,109.49 ",,
226,9307.063764,4346.779928,3470.604312,0,0,," $ 10,376.92 ", $ 559.00 ," $ 3,470.60 ",," $ 14,406.52 ",,
227,11611.33436,5422.968665,4329.866877,0,0,," $ 12,946.07 ", $ 697.39 ," $ 4,329.87 ",," $ 17,973.34 ",,
228,18038.114,8424.537949,6726.413165,0,0,," $ 20,111.62 "," $ 1,083.40 "," $ 6,726.41 ",," $ 27,921.43 ",,
229,14918.45198,6967.528026,5563.091118,0,0,," $ 16,633.35 ", $ 896.02 ," $ 5,563.09 ",," $ 23,092.47 ",,
230,8991.41994,4199.361336,3352.900722,0,0,," $ 10,025.00 ", $ 540.04 ," $ 3,352.90 ",," $ 13,917.94 ",,
231,8173.131489,3817.187118,3047.760938,0,0,," $ 9,112.65 ", $ 490.89 ," $ 3,047.76 ",," $ 12,651.30 ",,
232,15534.22019,7255.116999,5792.7111,0,0,," $ 17,319.90 ", $ 933.01 ," $ 5,792.71 ",," $ 24,045.62 ",,
233,13343.02158,6231.737515,4975.613085,0,0,," $ 14,876.82 ", $ 801.40 ," $ 4,975.61 ",," $ 20,653.84 ",,
234,9332.18726,4358.51363,3479.972865,0,0,," $ 10,404.94 ", $ 560.50 ," $ 3,479.97 ",," $ 14,445.41 ",,
235,10752.45154,5021.835211,4009.589449,0,0,," $ 11,988.46 ", $ 645.81 ," $ 4,009.59 ",," $ 16,643.86 ",,
236,13622.09924,6362.078207,5079.681148,0,0,," $ 15,187.98 ", $ 818.16 ," $ 5,079.68 ",," $ 21,085.82 ",,
237,15863.75003,7409.020928,5915.592785,0,0,," $ 17,687.31 ", $ 952.80 ," $ 5,915.59 ",," $ 24,555.70 ",,
238,15515.48208,7246.365535,5785.723659,0,0,," $ 17,299.01 ", $ 931.88 ," $ 5,785.72 ",," $ 24,016.62 ",,
239,11409.88659,5328.884303,4254.746995,0,0,," $ 12,721.47 ", $ 685.29 ," $ 4,254.75 ",," $ 17,661.51 ",,
240,8268.018954,3861.50345,3083.144476,0,0,," $ 9,218.44 ", $ 496.59 ," $ 3,083.14 ",," $ 12,798.17 ",,
241,13150.12969,6141.649101,4903.683693,0,0,," $ 14,661.76 ", $ 789.82 ," $ 4,903.68 ",," $ 20,355.26 ",,
242,9671.805688,4517.129344,3606.616585,0,0,," $ 10,783.59 ", $ 580.90 ," $ 3,606.62 ",," $ 14,971.11 ",,
243,31354.02401,14643.61325,11691.91634,1,0,," $ 34,958.22 "," $ 1,883.17 "," $ 11,691.92 ",," $ 48,533.30 ",,
244,13789.65664,6440.334378,5142.163309,0,0,," $ 15,374.80 ", $ 828.23 ," $ 5,142.16 ",," $ 21,345.19 ",,
245,10705.18185,4999.75833,3991.96258,0,0,," $ 11,935.76 ", $ 642.97 ," $ 3,991.96 ",," $ 16,570.69 ",,
246,8196.590281,3828.143335,3056.508722,0,0,," $ 9,138.80 ", $ 492.30 ," $ 3,056.51 ",," $ 12,687.61 ",,
247,6548.516901,3058.425573,2441.942118,0,0,," $ 7,301.28 ", $ 393.31 ," $ 2,441.94 ",," $ 10,136.53 ",,
248,10275.81439,4799.226143,3831.851444,0,0,," $ 11,457.03 ", $ 617.18 ," $ 3,831.85 ",," $ 15,906.07 ",,
249,20086.52045,9381.227649,7490.263981,0,0,," $ 22,395.50 "," $ 1,206.43 "," $ 7,490.26 ",," $ 31,092.19 ",,
250,7555.254666,3528.613338,2817.354655,0,0,," $ 8,423.74 ", $ 453.78 ," $ 2,817.35 ",," $ 11,694.88 ",,
251,10444.49979,4878.009134,3894.754235,0,0,," $ 11,645.11 ", $ 627.31 ," $ 3,894.75 ",," $ 16,167.18 ",,
252,19043.85351,8894.25949,7101.453454,0,0,," $ 21,232.97 "," $ 1,143.80 "," $ 7,101.45 ",," $ 29,478.23 ",,
253,8255.485075,3855.649616,3078.470593,0,0,," $ 9,204.47 ", $ 495.84 ," $ 3,078.47 ",," $ 12,778.77 ",,
254,12783.60176,5970.465549,4767.00542,0,0,," $ 14,253.10 ", $ 767.80 ," $ 4,767.01 ",," $ 19,787.90 ",,
255,14562.80022,6801.42409,5430.468569,0,0,," $ 16,236.82 ", $ 874.66 ," $ 5,430.47 ",," $ 22,541.95 ",,
256,15284.72003,7138.590205,5699.672483,0,0,," $ 17,041.72 ", $ 918.02 ," $ 5,699.67 ",," $ 23,659.42 ",,
257,9059.157325,4230.997469,3378.159995,0,0,," $ 10,100.52 ", $ 544.11 ," $ 3,378.16 ",," $ 14,022.79 ",,
258,10856.29132,5070.332642,4048.311307,0,0,," $ 12,104.24 ", $ 652.04 ," $ 4,048.31 ",," $ 16,804.59 ",,
259,11769.06684,5496.636193,4388.685323,0,0,," $ 13,121.94 ", $ 706.87 ," $ 4,388.69 ",," $ 18,217.49 ",,
260,25398.83238,11862.29488,9471.225236,0,0,," $ 28,318.47 "," $ 1,525.49 "," $ 9,471.23 ",," $ 39,315.18 ",,
261,10299.80012,4810.428463,3840.795725,0,0,," $ 11,483.78 ", $ 618.62 ," $ 3,840.80 ",," $ 15,943.19 ",,
262,8025.016308,3748.011263,2992.528784,0,0,," $ 8,947.50 ", $ 481.99 ," $ 2,992.53 ",," $ 12,422.03 ",,
263,12097.00306,5649.795836,4510.972746,0,0,," $ 13,487.57 ", $ 726.56 ," $ 4,510.97 ",," $ 18,725.11 ",,
264,13691.83551,6394.647901,5105.685805,0,0,," $ 15,265.73 ", $ 822.35 ," $ 5,105.69 ",," $ 21,193.77 ",,
265,9293.245329,4340.326153,3465.451417,0,0,," $ 10,361.52 ", $ 558.17 ," $ 3,465.45 ",," $ 14,385.14 ",,
266,11337.65477,5295.149088,4227.81175,0,0,," $ 12,640.94 ", $ 680.96 ," $ 4,227.81 ",," $ 17,549.70 ",,
267,9341.12328,4362.687117,3483.305107,0,0,," $ 10,414.90 ", $ 561.04 ," $ 3,483.31 ",," $ 14,459.25 ",,
268,14655.35152,6844.64934,5464.980952,0,0,," $ 16,340.01 ", $ 880.22 ," $ 5,464.98 ",," $ 22,685.21 ",,
269,9962.785371,4653.028773,3715.122916,0,0,," $ 11,108.02 ", $ 598.38 ," $ 3,715.12 ",," $ 15,421.52 ",,
270,28525.6055,13322.62597,10637.19901,1,0,," $ 31,804.67 "," $ 1,713.29 "," $ 10,637.20 ",," $ 44,155.16 ",,
271,9111.386749,4255.390749,3397.636348,0,0,," $ 10,158.75 ", $ 547.24 ," $ 3,397.64 ",," $ 14,103.63 ",,
272,36452.85618,17024.97668,13593.27099,0,0,," $ 40,643.17 "," $ 2,189.41 "," $ 13,593.27 ",," $ 56,425.85 ",,
273,24802.99269,11584.01334,9249.036598,0,0,," $ 27,654.13 "," $ 1,489.70 "," $ 9,249.04 ",," $ 38,392.87 ",,
274,14664.40748,6848.87884,5468.357917,0,0,," $ 16,350.10 ", $ 880.77 ," $ 5,468.36 ",," $ 22,699.23 ",,
275,11603.86125,5419.478414,4327.080152,0,0,," $ 12,937.74 ", $ 696.94 ," $ 4,327.08 ",," $ 17,961.77 ",,
276,9086.888083,4243.948869,3388.500795,0,0,," $ 10,131.44 ", $ 545.77 ," $ 3,388.50 ",," $ 14,065.71 ",,
277,9279.263093,4333.795877,3460.237441,0,0,," $ 10,345.93 ", $ 557.33 ," $ 3,460.24 ",," $ 14,363.49 ",,
278,8658.611987,4043.926393,3228.796628,0,0,," $ 9,653.93 ", $ 520.05 ," $ 3,228.80 ",," $ 13,402.78 ",,
279,23256.99351,10861.96841,8672.533467,0,0,," $ 25,930.42 "," $ 1,396.85 "," $ 8,672.53 ",," $ 35,999.80 ",,
280,10087.46913,4711.261193,3761.617492,0,0,," $ 11,247.04 ", $ 605.87 ," $ 3,761.62 ",," $ 15,614.52 ",,
281,8186.764668,3823.554371,3052.844751,0,0,," $ 9,127.85 ", $ 491.71 ," $ 3,052.84 ",," $ 12,672.40 ",,
282,10746.94537,5019.263607,4007.5362,0,0,," $ 11,982.32 ", $ 645.48 ," $ 4,007.54 ",," $ 16,635.34 ",,
283,18782.87962,8772.373993,7004.136282,0,0,," $ 20,942.00 "," $ 1,128.13 "," $ 7,004.14 ",," $ 29,074.26 ",,
284,11783.12394,5503.201432,4393.927214,0,0,," $ 13,137.61 ", $ 707.71 ," $ 4,393.93 ",," $ 18,239.25 ",,
285,10394.91275,4854.849957,3876.263228,0,0,," $ 11,589.82 ", $ 624.33 ," $ 3,876.26 ",," $ 16,090.42 ",,
286,9525.25853,4448.68582,3551.969146,0,0,," $ 10,620.20 ", $ 572.10 ," $ 3,551.97 ",," $ 14,744.27 ",,
287,9266.289577,4327.736714,3455.399617,0,0,," $ 10,331.46 ", $ 556.55 ," $ 3,455.40 ",," $ 14,343.41 ",,
288,9812.015111,4582.612887,3658.900682,0,0,," $ 10,939.92 ", $ 589.32 ," $ 3,658.90 ",," $ 15,188.15 ",,
289,9666.63299,4514.713483,3604.687686,0,0,," $ 10,777.83 ", $ 580.59 ," $ 3,604.69 ",," $ 14,963.11 ",,
290,11159.9987,5212.176428,4161.563798,0,0,," $ 12,442.86 ", $ 670.29 ," $ 4,161.56 ",," $ 17,274.71 ",,
291,9861.679784,4605.808323,3677.42064,0,0,," $ 10,995.29 ", $ 592.31 ," $ 3,677.42 ",," $ 15,265.02 ",,
292,11420.08192,5333.645942,4258.548836,0,0,," $ 12,732.84 ", $ 685.91 ," $ 4,258.55 ",," $ 17,677.29 ",,
293,13937.47402,6509.371145,5197.284412,0,0,," $ 15,539.61 ", $ 837.11 ," $ 5,197.28 ",," $ 21,574.00 ",,
294,8937.717106,4174.279914,3332.874934,0,0,," $ 9,965.12 ", $ 536.81 ," $ 3,332.87 ",," $ 13,834.81 ",,
295,29221.33235,13647.55891,10896.63557,1,0,," $ 32,580.37 "," $ 1,755.08 "," $ 10,896.64 ",," $ 45,232.08 ",,
296,11679.80373,5454.946664,4355.399106,0,0,," $ 13,022.41 ", $ 701.51 ," $ 4,355.40 ",," $ 18,079.32 ",,
297,18936.81983,8844.270377,7061.540592,0,0,," $ 21,113.64 "," $ 1,137.37 "," $ 7,061.54 ",," $ 29,312.55 ",,
298,8757.968257,4090.32984,3265.846584,0,0,," $ 9,764.71 ", $ 526.02 ," $ 3,265.85 ",," $ 13,556.57 ",,
299,33467.59681,15630.7383,12480.06769,0,0,," $ 37,314.75 "," $ 2,010.11 "," $ 12,480.07 ",," $ 51,804.93 ",,
300,8571.3877,4003.189079,3196.270689,0,0,," $ 9,556.68 ", $ 514.81 ," $ 3,196.27 ",," $ 13,267.76 ",,
301,8850.63852,4133.610648,3300.403327,0,0,," $ 9,868.03 ", $ 531.58 ," $ 3,300.40 ",," $ 13,700.02 ",,
302,22448.43507,10484.3385,8371.022003,0,0,," $ 25,028.92 "," $ 1,348.29 "," $ 8,371.02 ",," $ 34,748.22 ",,
303,16709.36069,7803.955739,6230.921023,0,0,," $ 18,630.13 "," $ 1,003.59 "," $ 6,230.92 ",," $ 25,864.64 ",,
304,35953.53551,16791.77348,13407.0743,0,0,," $ 40,086.45 "," $ 2,159.42 "," $ 13,407.07 ",," $ 55,652.94 ",,
305,17839.3168,8331.691514,6652.281683,0,0,," $ 19,889.97 "," $ 1,071.46 "," $ 6,652.28 ",," $ 27,613.71 ",,
306,9067.210665,4234.758709,3381.163085,0,0,," $ 10,109.50 ", $ 544.59 ," $ 3,381.16 ",," $ 14,035.25 ",,
307,17211.44408,8038.449244,6418.147932,0,0,," $ 19,189.93 "," $ 1,033.74 "," $ 6,418.15 ",," $ 26,641.82 ",,
308,13798.60868,6444.515344,5145.501523,0,0,," $ 15,384.78 ", $ 828.76 ," $ 5,145.50 ",," $ 21,359.05 ",,
309,10453.94467,4882.420278,3898.27623,0,0,," $ 11,655.64 ", $ 627.88 ," $ 3,898.28 ",," $ 16,181.80 ",,
310,13509.89217,6309.67291,5037.839129,0,0,," $ 15,062.87 ", $ 811.42 ," $ 5,037.84 ",," $ 20,912.14 ",,
311,9776.052645,4565.816943,3645.490278,0,0,," $ 10,899.82 ", $ 587.16 ," $ 3,645.49 ",," $ 15,132.48 ",,
312,10070.77203,4703.462966,3755.391145,0,0,," $ 11,228.42 ", $ 604.87 ," $ 3,755.39 ",," $ 15,588.68 ",,
313,13694.86348,6396.062089,5106.814937,0,0,," $ 15,269.11 ", $ 822.53 ," $ 5,106.81 ",," $ 21,198.46 ",,
314,7832.850527,3658.261974,2920.870159,0,0,," $ 8,733.25 ", $ 470.45 ," $ 2,920.87 ",," $ 12,124.57 ",,
315,16012.64631,7478.561588,5971.116211,0,0,," $ 17,853.32 ", $ 961.74 ," $ 5,971.12 ",," $ 24,786.18 ",,
316,9621.946825,4493.843213,3588.024214,0,0,," $ 10,728.00 ", $ 577.91 ," $ 3,588.02 ",," $ 14,893.94 ",,
317,10093.80818,4714.221791,3763.981326,0,0,," $ 11,254.11 ", $ 606.25 ," $ 3,763.98 ",," $ 15,624.34 ",,
318,8996.156789,4201.573638,3354.667093,0,0,," $ 10,030.28 ", $ 540.32 ," $ 3,354.67 ",," $ 13,925.27 ",,
319,9857.615382,4603.910081,3675.905024,0,0,," $ 10,990.76 ", $ 592.06 ," $ 3,675.91 ",," $ 15,258.73 ",,
320,11885.51674,5551.023061,4432.10949,0,0,," $ 13,251.77 ", $ 713.86 ," $ 4,432.11 ",," $ 18,397.75 ",,
321,10000.70892,4670.740621,3729.264607,0,0,," $ 11,150.31 ", $ 600.66 ," $ 3,729.26 ",," $ 15,480.23 ",,
322,8938.170877,4174.491843,3333.044145,0,0,," $ 9,965.63 ", $ 536.84 ," $ 3,333.04 ",," $ 13,835.51 ",,
323,27666.73294,12921.49732,10316.92541,0,0,," $ 30,847.07 "," $ 1,661.70 "," $ 10,316.93 ",," $ 42,825.70 ",,
324,11324.76258,5289.127906,4223.004252,0,0,," $ 12,626.56 ", $ 680.18 ," $ 4,223.00 ",," $ 17,529.75 ",,
325,13031.39003,6086.192816,4859.40567,0,0,," $ 14,529.37 ", $ 782.68 ," $ 4,859.41 ",," $ 20,171.46 ",,
326,8163.080007,3812.492665,3044.01274,0,0,," $ 9,101.44 ", $ 490.29 ," $ 3,044.01 ",," $ 12,635.74 ",,
327,8059.451241,3764.093787,3005.369571,0,0,," $ 8,985.90 ", $ 484.06 ," $ 3,005.37 ",," $ 12,475.33 ",,
328,17470.65802,8159.512769,6514.808816,0,0,," $ 19,478.94 "," $ 1,049.31 "," $ 6,514.81 ",," $ 27,043.06 ",,
329,15410.43929,7197.306248,5746.553199,0,0,," $ 17,181.89 ", $ 925.57 ," $ 5,746.55 ",," $ 23,854.02 ",,
330,9550.233062,4460.349949,3561.28215,0,0,," $ 10,648.05 ", $ 573.60 ," $ 3,561.28 ",," $ 14,782.93 ",,
331,8497.982136,3968.905674,3168.897753,0,0,," $ 9,474.84 ", $ 510.40 ," $ 3,168.90 ",," $ 13,154.14 ",,
332,10977.09332,5126.752123,4093.358375,0,0,," $ 12,238.93 ", $ 659.30 ," $ 4,093.36 ",," $ 16,991.59 ",,
333,8557.580315,3996.740464,3191.121915,0,0,," $ 9,541.29 ", $ 513.98 ," $ 3,191.12 ",," $ 13,246.39 ",,
334,8917.575494,4164.872956,3325.364127,0,0,," $ 9,942.66 ", $ 535.60 ," $ 3,325.36 ",," $ 13,803.63 ",,
335,13400.18929,6258.437176,4996.930925,0,0,," $ 14,940.56 ", $ 804.84 ," $ 4,996.93 ",," $ 20,742.33 ",,
336,11319.41043,5286.628234,4221.008435,0,0,," $ 12,620.59 ", $ 679.86 ," $ 4,221.01 ",," $ 17,521.46 ",,
337,3627.048721,1693.980291,1352.52656,0,0,," $ 4,043.98 ", $ 217.85 ," $ 1,352.53 ",," $ 5,614.36 ",,
338,10026.69015,4682.87492,3738.953008,0,0,," $ 11,179.27 ", $ 602.22 ," $ 3,738.95 ",," $ 15,520.44 ",,
339,12516.9676,5845.936474,4667.577533,0,0,," $ 13,955.81 ", $ 751.79 ," $ 4,667.58 ",," $ 19,375.18 ",,
340,11591.3361,5413.628657,4322.409524,0,0,," $ 12,923.78 ", $ 696.19 ," $ 4,322.41 ",," $ 17,942.38 ",,
341,9300.344907,4343.641947,3468.09885,0,0,," $ 10,369.43 ", $ 558.59 ," $ 3,468.10 ",," $ 14,396.12 ",,
342,7881.479039,3680.97348,2939.003732,0,0,," $ 8,787.47 ", $ 473.37 ," $ 2,939.00 ",," $ 12,199.84 ",,
343,14219.04123,6640.874562,5302.280831,0,0,," $ 15,853.54 ", $ 854.02 ," $ 5,302.28 ",," $ 22,009.84 ",,
344,8645.491315,4037.798502,3223.903929,0,0,," $ 9,639.30 ", $ 519.26 ," $ 3,223.90 ",," $ 13,382.47 ",,
345,8848.556115,4132.638079,3299.626798,0,0,," $ 9,865.71 ", $ 531.46 ," $ 3,299.63 ",," $ 13,696.79 ",,
346,13815.54615,6452.425836,5151.817506,0,0,," $ 15,403.66 ", $ 829.78 ," $ 5,151.82 ",," $ 21,385.26 ",,
347,12235.11336,5714.299001,4562.47408,0,0,," $ 13,641.56 ", $ 734.86 ," $ 4,562.47 ",," $ 18,938.89 ",,
348,8289.798905,3871.67558,3091.266221,0,0,," $ 9,242.72 ", $ 497.90 ," $ 3,091.27 ",," $ 12,831.89 ",,
349,6109.534914,2853.403008,2278.245724,0,0,," $ 6,811.84 ", $ 366.95 ," $ 2,278.25 ",," $ 9,457.03 ",,
350,16219.2429,7575.050659,6048.156087,0,0,," $ 18,083.67 ", $ 974.15 ," $ 6,048.16 ",," $ 25,105.98 ",,
351,8869.647678,4142.488703,3307.491843,0,0,," $ 9,889.23 ", $ 532.72 ," $ 3,307.49 ",," $ 13,729.44 ",,
352,8020.441269,3745.874533,2990.822751,0,0,," $ 8,942.40 ", $ 481.72 ," $ 2,990.82 ",," $ 12,414.95 ",,
353,20216.09874,9441.746016,7538.583728,0,0,," $ 22,539.97 "," $ 1,214.21 "," $ 7,538.58 ",," $ 31,292.76 ",,
354,6613.651306,3088.846008,2466.230739,0,0,," $ 7,373.90 ", $ 397.23 ," $ 2,466.23 ",," $ 10,237.36 ",,
355,13892.48457,6488.359233,5180.507848,0,0,," $ 15,489.45 ", $ 834.40 ," $ 5,180.51 ",," $ 21,504.36 ",,
356,31603.24144,14760.008,11784.84953,0,0,," $ 35,236.08 "," $ 1,898.14 "," $ 11,784.85 ",," $ 48,919.07 ",,
357,9414.233279,4396.832481,3510.567827,0,0,," $ 10,496.41 ", $ 565.43 ," $ 3,510.57 ",," $ 14,572.41 ",,
358,8452.071895,3947.463711,3151.777823,0,0,," $ 9,423.65 ", $ 507.64 ," $ 3,151.78 ",," $ 13,083.07 ",,
359,19951.90864,9318.358422,7440.067235,0,0,," $ 22,245.41 "," $ 1,198.34 "," $ 7,440.07 ",," $ 30,883.82 ",,
360,8551.965478,3994.118106,3189.028142,0,0,," $ 9,535.03 ", $ 513.64 ," $ 3,189.03 ",," $ 13,237.70 ",,
361,22784.11389,10641.11426,8496.196644,0,0,," $ 25,403.18 "," $ 1,368.45 "," $ 8,496.20 ",," $ 35,267.83 ",,
362,8815.669349,4117.278613,3287.363322,0,0,," $ 9,829.04 ", $ 529.48 ," $ 3,287.36 ",," $ 13,645.89 ",,
363,6712.683351,3135.098029,2503.159791,0,0,," $ 7,484.32 ", $ 403.17 ," $ 2,503.16 ",," $ 10,390.65 ",,
364,7055.564903,3295.237755,2631.02033,0,0,," $ 7,866.61 ", $ 423.77 ," $ 2,631.02 ",," $ 10,921.40 ",,
365,9226.116451,4308.974218,3440.419057,0,0,," $ 10,286.67 ", $ 554.13 ," $ 3,440.42 ",," $ 14,281.23 ",,
366,10725.07126,5009.047501,3999.379343,0,0,," $ 11,957.93 ", $ 644.16 ," $ 3,999.38 ",," $ 16,601.48 ",,
367,16724.99576,7811.257958,6236.751342,0,0,," $ 18,647.56 "," $ 1,004.53 "," $ 6,236.75 ",," $ 25,888.84 ",,
368,11161.5699,5212.910241,4162.149697,0,0,," $ 12,444.61 ", $ 670.38 ," $ 4,162.15 ",," $ 17,277.14 ",,
369,13791.61915,6441.250948,5142.895127,0,0,," $ 15,376.99 ", $ 828.34 ," $ 5,142.90 ",," $ 21,348.23 ",,
370,7705.542427,3598.803877,2873.396965,0,0,," $ 8,591.31 ", $ 462.81 ," $ 2,873.40 ",," $ 11,927.51 ",,
371,7808.325764,3646.807905,2911.724874,0,0,," $ 8,705.90 ", $ 468.98 ," $ 2,911.72 ",," $ 12,086.61 ",,
372,17477.65974,8162.782857,6517.419756,0,0,," $ 19,486.74 "," $ 1,049.73 "," $ 6,517.42 ",," $ 27,053.90 ",,
373,8324.349657,3887.812196,3104.150197,0,0,," $ 9,281.25 ", $ 499.97 ," $ 3,104.15 ",," $ 12,885.37 ",,
374,9854.244487,4602.335735,3674.648017,0,0,," $ 10,987.00 ", $ 591.86 ," $ 3,674.65 ",," $ 15,253.51 ",,
375,16827.05262,7858.922691,6274.808348,0,0,," $ 18,761.35 "," $ 1,010.66 "," $ 6,274.81 ",," $ 26,046.81 ",,
376,11946.00167,5579.272004,4454.664325,0,0,," $ 13,319.21 ", $ 717.49 ," $ 4,454.66 ",," $ 18,491.37 ",,
377,8221.973486,3839.998331,3065.97412,0,0,," $ 9,167.10 ", $ 493.82 ," $ 3,065.97 ",," $ 12,726.90 ",,
378,8784.975985,4102.943555,3275.917766,0,0,," $ 9,794.82 ", $ 527.64 ," $ 3,275.92 ",," $ 13,598.38 ",,
379,10946.97676,5112.686459,4082.127911,0,0,," $ 12,205.35 ", $ 657.49 ," $ 4,082.13 ",," $ 16,944.97 ",,
380,13352.22683,6236.036742,4979.045722,0,0,," $ 14,887.09 ", $ 801.95 ," $ 4,979.05 ",," $ 20,668.09 ",,
381,9426.712996,4402.66102,3515.221514,0,0,," $ 10,510.33 ", $ 566.18 ," $ 3,515.22 ",," $ 14,591.73 ",,
382,7097.673526,3314.904207,2646.722637,0,0,," $ 7,913.56 ", $ 426.30 ," $ 2,646.72 ",," $ 10,986.58 ",,
383,6607.833284,3086.128753,2464.061198,0,0,," $ 7,367.41 ", $ 396.88 ," $ 2,464.06 ",," $ 10,228.35 ",,
384,18658.74787,8714.399382,6957.847549,0,0,," $ 20,803.60 "," $ 1,120.67 "," $ 6,957.85 ",," $ 28,882.12 ",,
385,8068.152945,3768.157839,3008.614436,0,0,," $ 8,995.60 ", $ 484.59 ," $ 3,008.61 ",," $ 12,488.80 ",,
386,29502.63152,13778.93714,11001.53204,1,0,," $ 32,894.00 "," $ 1,771.97 "," $ 11,001.53 ",," $ 45,667.51 ",,
387,11568.89123,5403.145984,4314.039832,0,0,," $ 12,898.75 ", $ 694.84 ," $ 4,314.04 ",," $ 17,907.64 ",,
388,8326.153473,3888.654651,3104.82284,0,0,," $ 9,283.26 ", $ 500.08 ," $ 3,104.82 ",," $ 12,888.16 ",,
