,FTSEMIB payout,HSCEI payout,NDX payout,Triggered,Above Strike Lvl,, FTSEMIB payout (USD)  , HSCEI payout (USD) , NDX payout (USD) ,, AveragePayout Sum (USD) ,, Average Payout 
389,9521.521743,4446.940588,3550.575698,0,0,," $ 10,616.03 ", $ 571.88 ," $ 3,550.58 ",," $ 14,738.49 ",,
390,11102.3366,5185.245863,4140.061597,0,0,," $ 12,378.57 ", $ 666.82 ," $ 4,140.06 ",," $ 17,185.45 ",,
391,8081.928052,3774.591378,3013.751174,0,0,," $ 9,010.96 ", $ 485.41 ," $ 3,013.75 ",," $ 12,510.12 ",,
392,9669.417008,4516.013733,3605.725846,0,0,," $ 10,780.93 ", $ 580.76 ," $ 3,605.73 ",," $ 14,967.42 ",,
393,10365.4694,4841.098706,3865.283801,0,0,," $ 11,557.00 ", $ 622.57 ," $ 3,865.28 ",," $ 16,044.84 ",,
394,12099.95494,5651.174484,4512.073501,0,0,," $ 13,490.86 ", $ 726.74 ," $ 4,512.07 ",," $ 18,729.68 ",,
395,17202.71727,8034.373466,6414.893705,0,0,," $ 19,180.20 "," $ 1,033.22 "," $ 6,414.89 ",," $ 26,628.31 ",,
396,12190.09456,5693.27338,4545.68657,0,0,," $ 13,591.36 ", $ 732.15 ," $ 4,545.69 ",," $ 18,869.21 ",,
397,11308.43739,5281.503373,4216.916587,0,0,," $ 12,608.36 ", $ 679.20 ," $ 4,216.92 ",," $ 17,504.48 ",,
398,12429.25516,5804.971172,4634.869562,0,0,," $ 13,858.02 ", $ 746.52 ," $ 4,634.87 ",," $ 19,239.41 ",,
399,11842.7918,5531.068768,4416.177362,0,0,," $ 13,204.14 ", $ 711.30 ," $ 4,416.18 ",," $ 18,331.61 ",,
400,24575.94021,11477.97053,9164.368724,0,0,," $ 27,400.98 "," $ 1,476.07 "," $ 9,164.37 ",," $ 38,041.42 ",,
401,12757.92035,5958.471278,4757.428821,0,0,," $ 14,224.46 ", $ 766.26 ," $ 4,757.43 ",," $ 19,748.15 ",,
402,10216.00388,4771.292188,3809.548106,0,0,," $ 11,390.35 ", $ 613.59 ," $ 3,809.55 ",," $ 15,813.49 ",,
403,11639.22417,5435.994347,4340.266986,0,0,," $ 12,977.17 ", $ 699.07 ," $ 4,340.27 ",," $ 18,016.51 ",,
404,11961.25114,5586.394128,4460.350851,0,0,," $ 13,336.21 ", $ 718.41 ," $ 4,460.35 ",," $ 18,514.98 ",,
405,8429.547503,3936.943898,3143.378476,0,0,," $ 9,398.54 ", $ 506.29 ," $ 3,143.38 ",," $ 13,048.21 ",,
406,13176.75743,6154.085345,4913.613178,0,0,," $ 14,691.45 ", $ 791.42 ," $ 4,913.61 ",," $ 20,396.47 ",,
407,8205.771462,3832.431323,3059.932385,0,0,," $ 9,149.04 ", $ 492.85 ," $ 3,059.93 ",," $ 12,701.82 ",,
408,17355.72023,8105.832114,6471.948512,0,0,," $ 19,350.79 "," $ 1,042.41 "," $ 6,471.95 ",," $ 26,865.14 ",,
409,5988.139693,2796.706468,2232.977443,0,0,," $ 6,676.49 ", $ 359.66 ," $ 2,232.98 ",," $ 9,269.12 ",,
410,5940.972014,2774.67723,2215.388614,0,0,," $ 6,623.90 ", $ 356.82 ," $ 2,215.39 ",," $ 9,196.11 ",,
411,16427.73038,7672.422851,6125.901074,0,0,," $ 18,316.12 ", $ 986.67 ," $ 6,125.90 ",," $ 25,428.70 ",,
412,10944.055,5111.321873,4081.038384,0,0,," $ 12,202.09 ", $ 657.32 ," $ 4,081.04 ",," $ 16,940.44 ",,
413,29810.16156,13922.56626,11116.21,0,0,," $ 33,236.88 "," $ 1,790.44 "," $ 11,116.21 ",," $ 46,143.54 ",,
414,13398.2338,6257.523881,4996.201722,0,0,," $ 14,938.38 ", $ 804.72 ," $ 4,996.20 ",," $ 20,739.30 ",,
415,32223.70129,15049.78815,12016.21902,0,0,," $ 35,927.86 "," $ 1,935.40 "," $ 12,016.22 ",," $ 49,879.49 ",,
416,7433.371308,3471.688819,2771.904348,0,0,," $ 8,287.85 ", $ 446.46 ," $ 2,771.90 ",," $ 11,506.21 ",,
417,11758.02612,5491.479723,4384.568236,0,0,," $ 13,109.63 ", $ 706.20 ," $ 4,384.57 ",," $ 18,200.40 ",,
418,8355.75448,3902.479534,3115.861056,0,0,," $ 9,316.26 ", $ 501.86 ," $ 3,115.86 ",," $ 12,933.98 ",,
419,8631.96458,4031.480963,3218.85981,0,0,," $ 9,624.22 ", $ 518.45 ," $ 3,218.86 ",," $ 13,361.53 ",,
420,8046.051358,3757.835493,3000.372754,0,0,," $ 8,970.96 ", $ 483.26 ," $ 3,000.37 ",," $ 12,454.59 ",,
421,19221.95601,8977.440651,7167.867881,0,0,," $ 21,431.55 "," $ 1,154.50 "," $ 7,167.87 ",," $ 29,753.92 ",,
422,25051.9362,11700.28015,9341.86764,0,0,," $ 27,931.69 "," $ 1,504.66 "," $ 9,341.87 ",," $ 38,778.22 ",,
423,20840.40569,9733.322931,7771.387807,0,0,," $ 23,236.04 "," $ 1,251.71 "," $ 7,771.39 ",," $ 32,259.13 ",,
424,8981.253024,4194.61297,3349.109479,0,0,," $ 10,013.66 ", $ 539.43 ," $ 3,349.11 ",," $ 13,902.20 ",,
425,12254.10428,5723.16854,4569.555796,0,0,," $ 13,662.73 ", $ 736.00 ," $ 4,569.56 ",," $ 18,968.29 ",,
426,8712.045499,4068.882031,3248.721986,0,0,," $ 9,713.51 ", $ 523.26 ," $ 3,248.72 ",," $ 13,485.49 ",,
427,9414.955876,4397.169963,3510.837283,0,0,," $ 10,497.22 ", $ 565.48 ," $ 3,510.84 ",," $ 14,573.53 ",,
428,13891.78674,6488.033314,5180.247624,0,0,," $ 15,488.67 ", $ 834.36 ," $ 5,180.25 ",," $ 21,503.28 ",,
429,14269.10473,6664.256267,5320.949512,0,0,," $ 15,909.36 ", $ 857.02 ," $ 5,320.95 ",," $ 22,087.33 ",,
430,9819.81205,4586.254377,3661.808161,0,0,," $ 10,948.61 ", $ 589.79 ," $ 3,661.81 ",," $ 15,200.21 ",,
431,10549.37099,4926.988279,3933.860708,0,0,," $ 11,762.04 ", $ 633.61 ," $ 3,933.86 ",," $ 16,329.51 ",,
432,9710.343455,4535.12806,3620.987319,0,0,," $ 10,826.56 ", $ 583.22 ," $ 3,620.99 ",," $ 15,030.77 ",,
433,17026.6739,7952.154001,6349.247126,0,0,," $ 18,983.92 "," $ 1,022.65 "," $ 6,349.25 ",," $ 26,355.81 ",,
434,15598.12494,7284.963136,5816.541185,0,0,," $ 17,391.15 ", $ 936.85 ," $ 5,816.54 ",," $ 24,144.54 ",,
435,10656.78122,4977.153253,3973.913984,0,0,," $ 11,881.79 ", $ 640.06 ," $ 3,973.91 ",," $ 16,495.77 ",,
436,8203.591883,3831.41337,3059.11962,0,0,," $ 9,146.61 ", $ 492.72 ," $ 3,059.12 ",," $ 12,698.45 ",,
437,7730.903091,3610.648346,2882.853958,0,0,," $ 8,619.58 ", $ 464.33 ," $ 2,882.85 ",," $ 11,966.77 ",,
438,13364.00658,6241.538365,4983.438389,0,0,," $ 14,900.22 ", $ 802.66 ," $ 4,983.44 ",," $ 20,686.32 ",,
439,12200.29531,5698.037548,4549.49043,0,0,," $ 13,602.74 ", $ 732.77 ," $ 4,549.49 ",," $ 18,885.00 ",,
440,6115.903261,2856.377287,2280.62048,0,0,," $ 6,818.94 ", $ 367.33 ," $ 2,280.62 ",," $ 9,466.89 ",,
441,11402.60776,5325.484793,4252.032721,0,0,," $ 12,713.35 ", $ 684.86 ," $ 4,252.03 ",," $ 17,650.24 ",,
442,10586.26014,4944.217025,3947.616675,0,0,," $ 11,803.17 ", $ 635.83 ," $ 3,947.62 ",," $ 16,386.61 ",,
443,6698.880953,3128.651743,2498.012876,0,0,," $ 7,468.93 ", $ 402.34 ," $ 2,498.01 ",," $ 10,369.28 ",,
444,9075.90251,4238.818156,3384.404275,0,0,," $ 10,119.19 ", $ 545.11 ," $ 3,384.40 ",," $ 14,048.71 ",,
445,13466.89922,6289.593445,5021.80706,0,0,," $ 15,014.94 ", $ 808.84 ," $ 5,021.81 ",," $ 20,845.59 ",,
446,8837.877041,4127.650515,3295.644572,0,0,," $ 9,853.80 ", $ 530.82 ," $ 3,295.64 ",," $ 13,680.26 ",,
447,10290.92117,4806.281628,3837.484763,0,0,," $ 11,473.88 ", $ 618.09 ," $ 3,837.48 ",," $ 15,929.45 ",,
448,19081.71559,8911.942629,7115.572223,0,0,," $ 21,275.19 "," $ 1,146.08 "," $ 7,115.57 ",," $ 29,536.84 ",,
449,17159.49065,8014.184863,6398.774496,0,0,," $ 19,132.00 "," $ 1,030.62 "," $ 6,398.77 ",," $ 26,561.40 ",,
450,14814.41422,6918.938135,5524.295438,0,0,," $ 16,517.35 ", $ 889.78 ," $ 5,524.30 ",," $ 22,931.42 ",,
451,7144.498893,3336.77357,2664.183817,0,0,," $ 7,965.77 ", $ 429.11 ," $ 2,664.18 ",," $ 11,059.06 ",,
452,16334.38436,7628.826434,6091.092339,0,0,," $ 18,212.05 ", $ 981.07 ," $ 6,091.09 ",," $ 25,284.21 ",,
453,7666.250744,3580.453052,2858.745096,0,0,," $ 8,547.50 ", $ 460.45 ," $ 2,858.75 ",," $ 11,866.69 ",,
454,10442.47566,4877.063784,3893.999438,0,0,," $ 11,642.85 ", $ 627.19 ," $ 3,894.00 ",," $ 16,164.04 ",,
455,5916.287978,2763.148775,2206.183936,0,0,," $ 6,596.37 ", $ 355.34 ," $ 2,206.18 ",," $ 9,157.90 ",,
456,18849.62755,8803.548013,7029.026589,0,0,," $ 21,016.42 "," $ 1,132.14 "," $ 7,029.03 ",," $ 29,177.58 ",,
457,11844.07437,5531.667778,4416.65563,0,0,," $ 13,205.57 ", $ 711.37 ," $ 4,416.66 ",," $ 18,333.60 ",,
458,9096.575404,4248.473244,3392.113197,0,0,," $ 10,142.24 ", $ 546.35 ," $ 3,392.11 ",," $ 14,080.71 ",,
459,12120.58109,5660.807742,4519.764995,0,0,," $ 13,513.86 ", $ 727.98 ," $ 4,519.76 ",," $ 18,761.60 ",,
460,10418.41591,4865.826894,3885.027556,0,0,," $ 11,616.03 ", $ 625.75 ," $ 3,885.03 ",," $ 16,126.80 ",,
461,12079.05999,5641.415687,4504.281775,0,0,," $ 13,467.57 ", $ 725.49 ," $ 4,504.28 ",," $ 18,697.33 ",,
462,7602.918909,3550.874492,2835.128653,0,0,," $ 8,476.89 ", $ 456.64 ," $ 2,835.13 ",," $ 11,768.66 ",,
463,10011.29563,4675.685052,3733.212394,0,0,," $ 11,162.11 ", $ 601.29 ," $ 3,733.21 ",," $ 15,496.61 ",,
464,8181.14476,3820.929644,3050.749087,0,0,," $ 9,121.58 ", $ 491.37 ," $ 3,050.75 ",," $ 12,663.70 ",,
465,9157.907787,4277.117979,3414.984045,0,0,," $ 10,210.62 ", $ 550.04 ," $ 3,414.98 ",," $ 14,175.64 ",,
466,11299.93628,5277.533006,4213.746523,0,0,," $ 12,598.88 ", $ 678.69 ," $ 4,213.75 ",," $ 17,491.32 ",,
467,11148.30797,5206.716376,4157.204322,0,0,," $ 12,429.82 ", $ 669.58 ," $ 4,157.20 ",," $ 17,256.61 ",,
468,12220.69564,5707.565334,4557.097711,0,0,," $ 13,625.48 ", $ 733.99 ," $ 4,557.10 ",," $ 18,916.57 ",,
469,10036.24424,4687.337071,3742.515729,0,0,," $ 11,189.93 ", $ 602.79 ," $ 3,742.52 ",," $ 15,535.23 ",,
470,18825.30695,8792.189294,7019.957435,0,0,," $ 20,989.30 "," $ 1,130.68 "," $ 7,019.96 ",," $ 29,139.94 ",,
471,11301.36222,5278.198981,4214.278258,0,0,," $ 12,600.47 ", $ 678.78 ," $ 4,214.28 ",," $ 17,493.53 ",,
472,13609.33947,6356.118872,5074.92303,0,0,," $ 15,173.75 ", $ 817.40 ," $ 5,074.92 ",," $ 21,066.07 ",,
473,6283.33456,2934.57456,2343.055616,0,0,," $ 7,005.61 ", $ 377.39 ," $ 2,343.06 ",," $ 9,726.06 ",,
474,7975.309227,3724.796021,2973.993012,0,0,," $ 8,892.08 ", $ 479.01 ," $ 2,973.99 ",," $ 12,345.08 ",,
475,10031.37494,4685.062908,3740.699966,0,0,," $ 11,184.50 ", $ 602.50 ," $ 3,740.70 ",," $ 15,527.70 ",,
476,14095.0604,6582.97044,5256.048379,0,0,," $ 15,715.31 ", $ 846.57 ," $ 5,256.05 ",," $ 21,817.93 ",,
477,7595.215307,3547.276594,2832.25598,0,0,," $ 8,468.30 ", $ 456.18 ," $ 2,832.26 ",," $ 11,756.73 ",,
478,7113.944068,3322.503216,2652.789922,0,0,," $ 7,931.70 ", $ 427.27 ," $ 2,652.79 ",," $ 11,011.77 ",,
479,8745.527375,4084.519438,3261.207379,0,0,," $ 9,750.84 ", $ 525.27 ," $ 3,261.21 ",," $ 13,537.32 ",,
480,10660.468,4978.875132,3975.288785,0,0,," $ 11,885.90 ", $ 640.28 ," $ 3,975.29 ",," $ 16,501.48 ",,
481,6571.772931,3069.287092,2450.614292,0,0,," $ 7,327.21 ", $ 394.71 ," $ 2,450.61 ",," $ 10,172.53 ",,
482,12750.31492,5954.919228,4754.592754,0,0,," $ 14,215.98 ", $ 765.80 ," $ 4,754.59 ",," $ 19,736.38 ",,
483,16608.42811,7756.81609,6193.283261,0,0,," $ 18,517.59 ", $ 997.53 ," $ 6,193.28 ",," $ 25,708.40 ",,
484,13451.18675,6282.255077,5015.947879,0,0,," $ 14,997.42 ", $ 807.90 ," $ 5,015.95 ",," $ 20,821.27 ",,
485,28767.45182,13435.57811,10727.38351,1,0,," $ 32,074.31 "," $ 1,727.82 "," $ 10,727.38 ",," $ 44,529.51 ",,
486,9463.227347,4419.714717,3528.837716,0,0,," $ 10,551.04 ", $ 568.38 ," $ 3,528.84 ",," $ 14,648.25 ",,
487,7774.405477,3630.965742,2899.075998,0,0,," $ 8,668.09 ", $ 466.94 ," $ 2,899.08 ",," $ 12,034.10 ",,
488,16571.20014,7739.429103,6179.40095,0,0,," $ 18,476.08 ", $ 995.29 ," $ 6,179.40 ",," $ 25,650.78 ",,
489,5744.882103,2683.095211,2142.266681,0,0,," $ 6,405.26 ", $ 345.05 ," $ 2,142.27 ",," $ 8,892.58 ",,
490,9450.67047,4413.850141,3524.155256,0,0,," $ 10,537.04 ", $ 567.62 ," $ 3,524.16 ",," $ 14,628.82 ",,
491,18692.8816,8730.341235,6970.576021,0,0,," $ 20,841.66 "," $ 1,122.72 "," $ 6,970.58 ",," $ 28,934.95 ",,
492,16174.08121,7553.9583,6031.315291,0,0,," $ 18,033.32 ", $ 971.44 ," $ 6,031.32 ",," $ 25,036.07 ",,
493,12507.12232,5841.338327,4663.906229,0,0,," $ 13,944.83 ", $ 751.20 ," $ 4,663.91 ",," $ 19,359.94 ",,
494,8308.535879,3880.426514,3098.253239,0,0,," $ 9,263.61 ", $ 499.02 ," $ 3,098.25 ",," $ 12,860.89 ",,
495,7697.098678,3594.860301,2870.248291,0,0,," $ 8,581.89 ", $ 462.30 ," $ 2,870.25 ",," $ 11,914.44 ",,
496,22104.87279,10323.88085,8242.90762,0,0,," $ 24,645.86 "," $ 1,327.65 "," $ 8,242.91 ",," $ 34,216.42 ",,
497,8282.041399,3868.052507,3088.373447,0,0,," $ 9,234.07 ", $ 497.43 ," $ 3,088.37 ",," $ 12,819.88 ",,
498,13207.03564,6168.226509,4924.903922,0,0,," $ 14,725.20 ", $ 793.23 ," $ 4,924.90 ",," $ 20,443.34 ",,
499,11929.75565,5571.684446,4448.606183,0,0,," $ 13,301.10 ", $ 716.52 ," $ 4,448.61 ",," $ 18,466.22 ",,
500,10061.12336,4698.956641,3751.793155,0,0,," $ 11,217.66 ", $ 604.29 ," $ 3,751.79 ",," $ 15,573.74 ",,
501,10298.44261,4809.794448,3840.289508,0,0,," $ 11,482.26 ", $ 618.54 ," $ 3,840.29 ",," $ 15,941.09 ",,
502,15417.73191,7200.712204,5749.27262,0,0,," $ 17,190.02 ", $ 926.01 ," $ 5,749.27 ",," $ 23,865.31 ",,
503,9889.820428,4618.951156,3687.914287,0,0,," $ 11,026.67 ", $ 594.00 ," $ 3,687.91 ",," $ 15,308.58 ",,
504,9535.030073,4453.249531,3555.612955,0,0,," $ 10,631.10 ", $ 572.69 ," $ 3,555.61 ",," $ 14,759.40 ",,
505,7825.59272,3654.87228,2918.163722,0,0,," $ 8,725.16 ", $ 470.02 ," $ 2,918.16 ",," $ 12,113.34 ",,
506,11163.32736,5213.731048,4162.805054,0,0,," $ 12,446.57 ", $ 670.49 ," $ 4,162.81 ",," $ 17,279.86 ",,
507,8407.842947,3926.806981,3135.284847,0,0,," $ 9,374.34 ", $ 504.99 ," $ 3,135.28 ",," $ 13,014.61 ",,
508,13642.41729,6371.56757,5087.257751,0,0,," $ 15,210.63 ", $ 819.38 ," $ 5,087.26 ",," $ 21,117.27 ",,
509,21203.08416,9902.708629,7906.630617,0,0,," $ 23,640.41 "," $ 1,273.49 "," $ 7,906.63 ",," $ 32,820.53 ",,
510,34797.97638,16252.08005,12976.16627,0,0,," $ 38,798.06 "," $ 2,090.02 "," $ 12,976.17 ",," $ 53,864.24 ",,
511,10075.94328,4705.878149,3757.319502,0,0,," $ 11,234.19 ", $ 605.18 ," $ 3,757.32 ",," $ 15,596.68 ",,
512,8092.025199,3779.30716,3017.516401,0,0,," $ 9,022.22 ", $ 486.02 ," $ 3,017.52 ",," $ 12,525.75 ",,
513,6829.050803,3189.446394,2546.553217,0,0,," $ 7,614.06 ", $ 410.16 ," $ 2,546.55 ",," $ 10,570.78 ",,
514,9787.47842,4571.153247,3649.750949,0,0,," $ 10,912.56 ", $ 587.85 ," $ 3,649.75 ",," $ 15,150.16 ",,
515,10908.81773,5094.864626,4067.898406,0,0,," $ 12,162.80 ", $ 655.20 ," $ 4,067.90 ",," $ 16,885.90 ",,
516,14093.81046,6582.386668,5255.582277,0,0,," $ 15,713.92 ", $ 846.49 ," $ 5,255.58 ",," $ 21,815.99 ",,
517,16328.28629,7625.978388,6088.81837,0,0,," $ 18,205.25 ", $ 980.70 ," $ 6,088.82 ",," $ 25,274.77 ",,
518,8835.800541,4126.680704,3294.870244,0,0,," $ 9,851.49 ", $ 530.69 ," $ 3,294.87 ",," $ 13,677.05 ",,
519,8532.983946,3985.252953,3181.949929,0,0,," $ 9,513.86 ", $ 512.50 ," $ 3,181.95 ",," $ 13,208.32 ",,
520,12773.27377,5965.641954,4763.154112,0,0,," $ 14,241.58 ", $ 767.18 ," $ 4,763.15 ",," $ 19,771.92 ",,
521,6377.170832,2978.399942,2378.047164,0,0,," $ 7,110.24 ", $ 383.02 ," $ 2,378.05 ",," $ 9,871.31 ",,
522,9100.800678,4250.44662,3393.688802,0,0,," $ 10,146.95 ", $ 546.61 ," $ 3,393.69 ",," $ 14,087.25 ",,
523,11464.16724,5354.235591,4274.988252,0,0,," $ 12,781.99 ", $ 688.55 ," $ 4,274.99 ",," $ 17,745.53 ",,
524,7915.714965,3696.96306,2951.77031,0,0,," $ 8,825.64 ", $ 475.43 ," $ 2,951.77 ",," $ 12,252.84 ",,
525,20338.32799,9498.832082,7584.163019,0,0,," $ 22,676.25 "," $ 1,221.55 "," $ 7,584.16 ",," $ 31,481.96 ",,
526,10088.42834,4711.709183,3761.975181,0,0,," $ 11,248.11 ", $ 605.93 ," $ 3,761.98 ",," $ 15,616.01 ",,
527,9843.202258,4597.178562,3670.53037,0,0,," $ 10,974.69 ", $ 591.20 ," $ 3,670.53 ",," $ 15,236.42 ",,
528,12156.45718,5677.563344,4533.143188,0,0,," $ 13,553.86 ", $ 730.13 ," $ 4,533.14 ",," $ 18,817.14 ",,
529,10166.39384,4748.122265,3791.048518,0,0,," $ 11,335.04 ", $ 610.61 ," $ 3,791.05 ",," $ 15,736.69 ",,
530,34987.34992,16340.52525,13046.78367,0,0,," $ 39,009.20 "," $ 2,101.39 "," $ 13,046.78 ",," $ 54,157.37 ",,
531,9117.713768,4258.345726,3399.995694,0,0,," $ 10,165.81 ", $ 547.62 ," $ 3,400.00 ",," $ 14,113.43 ",,
532,19069.4166,8906.1985,7110.985931,0,0,," $ 21,261.47 "," $ 1,145.34 "," $ 7,110.99 ",," $ 29,517.80 ",,
533,10892.09701,5087.055367,4061.66325,0,0,," $ 12,144.16 ", $ 654.20 ," $ 4,061.66 ",," $ 16,860.02 ",,
534,11980.46437,5595.367495,4467.515465,0,0,," $ 13,357.64 ", $ 719.56 ," $ 4,467.52 ",," $ 18,544.72 ",,
535,7811.130043,3648.117618,2912.77059,0,0,," $ 8,709.03 ", $ 469.15 ," $ 2,912.77 ",," $ 12,090.95 ",,
536,12752.94512,5956.147643,4755.573558,0,0,," $ 14,218.92 ", $ 765.96 ," $ 4,755.57 ",," $ 19,740.45 ",,
537,16152.43982,7543.850884,6023.245216,0,0,," $ 18,009.19 ", $ 970.14 ," $ 6,023.25 ",," $ 25,002.57 ",,
538,10992.63539,5134.010905,4099.154013,0,0,," $ 12,256.26 ", $ 660.23 ," $ 4,099.15 ",," $ 17,015.64 ",,
539,12135.4104,5667.733639,4525.294846,0,0,," $ 13,530.39 ", $ 728.87 ," $ 4,525.29 ",," $ 18,784.56 ",,
540,10077.37343,4706.546091,3757.852808,0,0,," $ 11,235.78 ", $ 605.26 ," $ 3,757.85 ",," $ 15,598.90 ",,
541,8373.008763,3910.537991,3122.295179,0,0,," $ 9,335.50 ", $ 502.90 ," $ 3,122.30 ",," $ 12,960.69 ",,
542,10810.73854,5049.05763,4031.324675,0,0,," $ 12,053.45 ", $ 649.31 ," $ 4,031.32 ",," $ 16,734.08 ",,
543,25398.41057,11862.09787,9471.067941,0,0,," $ 28,318.00 "," $ 1,525.47 "," $ 9,471.07 ",," $ 39,314.53 ",,
544,9738.29422,4548.182212,3631.41016,0,0,," $ 10,857.73 ", $ 584.90 ," $ 3,631.41 ",," $ 15,074.03 ",,
545,6734.515839,3145.294695,2511.301126,0,0,," $ 7,508.66 ", $ 404.48 ," $ 2,511.30 ",," $ 10,424.44 ",,
546,15674.67175,7320.713629,5845.08549,0,0,," $ 17,476.50 ", $ 941.44 ," $ 5,845.09 ",," $ 24,263.03 ",,
547,15917.81031,7434.269293,5935.751865,0,0,," $ 17,747.59 ", $ 956.05 ," $ 5,935.75 ",," $ 24,639.39 ",,
548,12735.32745,5947.919468,4749.003928,0,0,," $ 14,199.27 ", $ 764.90 ," $ 4,749.00 ",," $ 19,713.18 ",,
549,10990.41507,5132.973926,4098.326056,0,0,," $ 12,253.78 ", $ 660.10 ," $ 4,098.33 ",," $ 17,012.21 ",,
550,13085.82485,6111.616106,4879.704416,0,0,," $ 14,590.06 ", $ 785.95 ," $ 4,879.70 ",," $ 20,255.72 ",,
551,18582.26918,8678.680706,6929.328647,0,0,," $ 20,718.33 "," $ 1,116.08 "," $ 6,929.33 ",," $ 28,763.74 ",,
552,9750.818709,4554.031661,3636.080542,0,0,," $ 10,871.69 ", $ 585.65 ," $ 3,636.08 ",," $ 15,093.42 ",,
553,8050.091808,3759.722548,3001.879438,0,0,," $ 8,975.46 ", $ 483.50 ," $ 3,001.88 ",," $ 12,460.84 ",,
554,10595.03049,4948.313137,3950.887138,0,0,," $ 11,812.95 ", $ 636.35 ," $ 3,950.89 ",," $ 16,400.19 ",,
555,12145.02122,5672.222283,4528.878719,0,0,," $ 13,541.11 ", $ 729.45 ," $ 4,528.88 ",," $ 18,799.44 ",,
556,30127.04275,14070.56275,11234.375,1,0,," $ 33,590.19 "," $ 1,809.47 "," $ 11,234.38 ",," $ 46,634.04 ",,
557,11586.01755,5411.144675,4320.426235,0,0,," $ 12,917.85 ", $ 695.87 ," $ 4,320.43 ",," $ 17,934.15 ",,
558,25850.96512,12073.45938,9639.825543,0,0,," $ 28,822.57 "," $ 1,552.65 "," $ 9,639.83 ",," $ 40,015.04 ",,
559,8496.728058,3968.319969,3168.430107,0,0,," $ 9,473.44 ", $ 510.33 ," $ 3,168.43 ",," $ 13,152.20 ",,
560,11501.46799,5371.65657,4288.897704,0,0,," $ 12,823.58 ", $ 690.80 ," $ 4,288.90 ",," $ 17,803.27 ",,
561,11282.19839,5269.248685,4207.132063,0,0,," $ 12,579.10 ", $ 677.63 ," $ 4,207.13 ",," $ 17,463.86 ",,
562,7512.253984,3508.530259,2801.3197,0,0,," $ 8,375.80 ", $ 451.20 ," $ 2,801.32 ",," $ 11,628.32 ",,
563,11115.30739,5191.303753,4144.898404,0,0,," $ 12,393.03 ", $ 667.60 ," $ 4,144.90 ",," $ 17,205.53 ",,
564,9714.626778,4537.128547,3622.584571,0,0,," $ 10,831.34 ", $ 583.47 ," $ 3,622.58 ",," $ 15,037.40 ",,
565,12922.22999,6035.210606,4818.699888,0,0,," $ 14,407.66 ", $ 776.13 ," $ 4,818.70 ",," $ 20,002.49 ",,
566,6588.713656,3077.199104,2456.931488,0,0,," $ 7,346.10 ", $ 395.73 ," $ 2,456.93 ",," $ 10,198.76 ",,
567,32696.45011,15270.58121,12192.50707,0,0,," $ 36,454.96 "," $ 1,963.80 "," $ 12,192.51 ",," $ 50,611.26 ",,
568,14206.21278,6634.883153,5297.497104,0,0,," $ 15,839.24 ", $ 853.25 ," $ 5,297.50 ",," $ 21,989.98 ",,
569,11937.39469,5575.252188,4451.454779,0,0,," $ 13,309.62 ", $ 716.98 ," $ 4,451.45 ",," $ 18,478.05 ",,
570,7244.419178,3383.440436,2701.444094,0,0,," $ 8,077.18 ", $ 435.11 ," $ 2,701.44 ",," $ 11,213.73 ",,
571,10218.67779,4772.541011,3810.545205,0,0,," $ 11,393.33 ", $ 613.75 ," $ 3,810.55 ",," $ 15,817.62 ",,
572,17565.00138,8203.574984,6549.989459,0,0,," $ 19,584.12 "," $ 1,054.98 "," $ 6,549.99 ",," $ 27,189.09 ",,
573,9996.951324,4668.985672,3727.863401,0,0,," $ 11,146.12 ", $ 600.43 ," $ 3,727.86 ",," $ 15,474.41 ",,
574,8833.68811,4125.694112,3294.082519,0,0,," $ 9,849.13 ", $ 530.56 ," $ 3,294.08 ",," $ 13,673.78 ",,
575,10738.44998,5015.295909,4004.368267,0,0,," $ 11,972.85 ", $ 644.97 ," $ 4,004.37 ",," $ 16,622.19 ",,
576,14159.47071,6613.052691,5280.066984,0,0,," $ 15,787.12 ", $ 850.44 ," $ 5,280.07 ",," $ 21,917.63 ",,
577,10947.63019,5112.991635,4082.371573,0,0,," $ 12,206.08 ", $ 657.53 ," $ 4,082.37 ",," $ 16,945.98 ",,
578,13303.27883,6213.176021,4960.793011,0,0,," $ 14,832.51 ", $ 799.01 ," $ 4,960.79 ",," $ 20,592.32 ",,
579,8860.509649,4138.220869,3304.084271,0,0,," $ 9,879.04 ", $ 532.18 ," $ 3,304.08 ",," $ 13,715.30 ",,
580,9698.90164,4529.784264,3616.720666,0,0,," $ 10,813.80 ", $ 582.53 ," $ 3,616.72 ",," $ 15,013.06 ",,
581,7766.435521,3627.243446,2896.104001,0,0,," $ 8,659.20 ", $ 466.46 ," $ 2,896.10 ",," $ 12,021.77 ",,
582,10084.52388,4709.885643,3760.51921,0,0,," $ 11,243.76 ", $ 605.69 ," $ 3,760.52 ",," $ 15,609.97 ",,
583,11799.96564,5511.067195,4400.207484,0,0,," $ 13,156.39 ", $ 708.72 ," $ 4,400.21 ",," $ 18,265.32 ",,
584,5485.362497,2561.888927,2045.491813,0,0,," $ 6,115.91 ", $ 329.46 ," $ 2,045.49 ",," $ 8,490.86 ",,
585,22310.38212,10419.86212,8319.542054,0,0,," $ 24,874.99 "," $ 1,339.99 "," $ 8,319.54 ",," $ 34,534.53 ",,
